id_cas;cas_nom_dossier;cas_zone_nom;cas_zone_code;cas_zone_type;cas_AAAA;cas_MM;cas_JJ;cas_resume;cas_resume_web;cas_public;cas_temoignages_nb;cas_temoins_nb;cas_temoins_nb_approx;cas_nb_PAN;cas_nb_PAN_approx;cas_MinCercleInscrit_Lat;cas_MinCercleInscrit_Lng;cas_MinCercleInscrit_Err;cas_date_maj;cas_etrangete;cas_etrangete_err;cas_etrangete_calc;cas_etrangete_calc_err;cas_fiabilite;cas_fiabilite_err;cas_fiabilite_calc;cas_qte_information;cas_qte_information_calc;cas_consistance;cas_consistance_calc;cas_consistance_calc_err;cas_classification;cas_classification_calc;cas_numEtude
13;"FIGEAC (46) 27.09.1954";Lot;46;"(D) Departement";1954;09;27;"Le 27 septembre 1954 vers 8h40 trois enfants (10 ans, 8,5 ans et 5 ans) se rendent e l'ecole sur la RN 13 e l'Est de Ceint-D'eau (Figeac (26)) croisent un personnage de petite taille qui tire un coup de feu ce qui effaye les enfants. Les deux plus grands ont remarque auparavant une sorte de caisse dans le pre bordant la route. Les deux enfants indiquent que la caisse s'est envolee rapidement : l'ainee e midi, la cadette vers 8h40.<br>  La gendarmerie est prevenue par l'instituteur. Les enfants sont entendus par les gendarmes le lendemain matin. Aucune trace au sol n'est relevee par la gendarmerie. Aucun autre temoignage n'a ete recueilli.<br> Le GEIPAN classe ce cas C par manque d'information, informations contradictoires et manque de recoupements.";"Observations par des enfants d'un personnage de petite taille et d'une ""caisse volante"" : manque d'information et de recoupements.";O;6;;;;;;;;2015-11-23;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1954-09-00010
3952;"WIMEREUX (62) 02.10.1954";Pas-de-Calais;62;"(D) Departement";1954;10;02;"Le 2 octobre 1954 un temoin s'apprete e photographier un dolmen vers 16 h par temps ensoleille lorsqu'il apereoit un objet de forme elliptique de couleur claire en deplacement SO-NE. Il prend deux photos et envoie les negatifs au journal e Radar e. La gendarmerie apprend l'evenement par la presse et ne rencontre le temoin que le 15 octobre. Les tirages n'ont ete joints qu'e la premiere expedition du rapport (pas de photos jointes aux copies du rapport disponibles au GEIPAN).<br>  Une breve enquete sur ce cas a ete menee par le GEPAN en fin des annees 70. Elle conclut que les photos n'auraient pas ete publies dans le magazine e Radar e et que la recherche du temoin (ege d'environ 58 ans e l'epoque) sont restees vaines.<br>  L'observation ne dure que quelques secondes, le temps de prendre deux photos coup sur coup. Le phenomene disparait avant que le temoin ait le temps de modifier le reglage de son appareil photo. La description trop succincte et l'absence de photos ne permettent pas d'analyser cette observation ; le GEIPAN classe ce cas en C.";"Observation rapide du deplacement SO-NE d'un objet elliptique tres clair dans le ciel : manque d'information";O;;;;;;;;;2015-11-19;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1954-10-09216
3945;"OYE-PLAGE (62) 27.10.1954";Pas-de-Calais;62;"(D) Departement";1954;10;27;"Le 27 octobre 1954 vers 23h15 un temoin marchant dans la rue (R.N. 40) apereoit e une dizaine de metres devant lui une lueur opalescente. Il s'agit d'un e engin e en forme de cigare dont l'avant semble plus large que l'arriere de 8 m de long et 0,80-1 m de diametre sans hublot ou porte. Il se deplace sans bruit e environ 30 km/h e une hauteur de 20 m au-dessus de la route dont il suit les sinuosites. Il degage une lumiere blanc jaunetre limite aux contours de l'appareil et n'eclairant pas le toit des maisons qu'il survole. Il disparaet dans une courbe de la chaussee, reapparait plus loin puis oblique brusquement sur sa gauche (vers le Sud-Ouest) e l'entree de la commune de Marck e 5 km. Il apparaet alors immobile en forme de sphere d'un rayonnement plus intense et plus jaune. Le temoin rentre chez lui, prepare son repas, observe encore l'objet au meme endroit mais apres son repas l'objet a disparu. Malgre les efforts du temoin pour qu'une autre personne constate le phenomene, il sera le seul e faire cette observation.<br> Cette observation est d'une consistance moyenne avec un seul temoin a priori de bonne foi. Ce qu'il decrit n'est pas tres etrange puisque ne s'agit que d'un point lumineux observe d'assez loin. Les deplacements de l'objet ne sont constates que lorsque le temoin se deplace : arrive e son domicile, il percevra l'objet immobile. Plusieurs hypotheses sont envisageables :<br> - une lumiere tres eloignee et basse sur l'horizon qui de ce fait parait suivre les deplacements du temoin ; une verification astronomique indique seulement la planete Mars dans le direction d'observation du temoin mais elle se couche e 23h. On peut aussi envisager une lumiere du port de Calais.<br> - un phare d'helicoptere aurait pu rendre le meme effet.<br> Le GEIPAN classe ce cas en C par manque de recoupements.";"Observation du deplacement silencieux et des evolutions d'un cigare blanc-jaunetre : manque de recoupements.";O;;;;;;;;;2015-11-24;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1954-10-09244
4698;"PLOEMEUR (56) 02.09.2017";Morbihan;56;"(D) Departement";2017;09;02;"Le 02 septembre 2017 e 22h30 un temoin observe durant 1 e 2 minutes le passage silencieux au-dessus de Ploemeur et Lorient d'une vingtaine de lumieres de couleur blanchetre. Le temoin appelle un voisin avec son telephone portable. Les lumieres sont perdues de vue rapidement car cachees par les arbres d'un bois e proximite du domicile du temoin. Un seul questionnaire est recueilli.<br>
Le temoin a tres probablement vu un vol de lanternes thaelandaises, tout dans son temoignage reflete  la multitude de temoignages enregistres au GEIPAN pour des lechers de lanternes supposes comme averes :<br> 
- le temoin dit  ""Ils etaient silencieux. Une lumiere scintillait sous chaque appareil, et l'eclairait. Par contre aucun feu de navigation ou feu e eclats, n'etait visible."", ce qui est bien l'aspect typique d'une lanterne ;<br>
- l'ensemble se deplaeait dans le sens du vent qui est bien de SSO vers NNE, voir mesure faite e 4km de le (<b><a href=""https://www.infoclimat.fr/observations-meteo/archives/2/septembre/2017/lorient-lann-bihoue/07205.html"">Infoclimat</a></b>).<br> ;
- on est une nuit de week-end, e ciel degage, propice e des evenements festifs.<br>

Le temoin refute cette explication du GEIPAN car :<br>
- c'est trop gros : il est usuel qu'un temoin apprecie mal la distance d'un objet qui lui est inconnu, et par cela il evalue mal la taille de l'objet, ainsi que la vitesse. Il etait plus pres qu'il le pense ;<br>
- il n'y avait pas de vent : le temoin est au pas de porte de sa maison, ce qui est un lieu non ideal pour apprecier le vent et encore moins s'agissant du vent e 100 ou 200m d'altitude (celle des lanternes) ;<br>
- le temoin est fortement impressionne et semble ne pas croire e une explication aussi simple. Il est frequent que les temoins soient impressionnes, voir par exemple ce temoignage (<b><a href=""http://www.cnes-geipan.fr/fileadmin/geipan-doc/CHATEAUFORT__78__10.07.2011__T-Cgei_V_R__video_temoin_13072011_retouchee.avi"">CHATEAUFORT (78) 10.07.2011</a></b>). C'est aussi parce que beaucoup savent reconnaetre les lanternes qu'aucun autre temoin ne s'est fait connaetre cette nuit le. Notre temoin pense le contraire et se dit que des lanternes auraient forcement declenche d'autres temoignages.<br>

Le temoin a ""vecu un moment unique"", on le comprend mais le plus probable est qu'il s'agissait de lanternes.<br>

En consequence le GEIPAN classe le cas en B : observation probable de lanternes thaelandaises.";"Observation du passage silencieux d'une vingtaine de lumieres dans le ciel nocturne degage : observation probable de lanternes thaelandaises.";O;;1;;20;;;;;2018-06-18;;;0.25;0.00;;;0.70;;0.65;;0.50;0.00;B;B;2017-09-50529
4422;"PONCEY-SUR-L'IGNON (21) 04.10.1954";Cete-d'Or;21;"(D) Departement";1954;10;02;"Les 02 et 04 octobre 1954 plusieurs personnes de la commune de Poncey-sur-l'Ignon (21) vont etre temoins de phenomenes qui les intriguent. Le PV fait etat des deux series d'evenements distincts dans un meme secteur traites ici chronologiquement.<br> Le premier evenement a lieu le 02 octobre 1954 e Poncey-sur l'Ignon. A 19h40, une cultivatrice (T6) qui vient de traire les vaches, remarque d'abord dans le ciel ""un engin lumineux"" ""se rapportant e tout ce que l'on voit dans la presse ces jours-ci"". Le temoin rapporte qu'elle a vu e comme un rayon de lune e qui ""eclairait la cour"". Elle pense qu'il s'agit de la Lune mais decouvre que celle-ci a une forme bizarre. En fixant son attention, le temoin observe alors un cylindre vertical dont elle estime la hauteur e 1,5m et le diametre e 80cm. Il est lumineux sur toute sa surface, de couleur orange avec un reflet vert autour et se deplace debout e faible hauteur et plutet pres des betiments. Convaincue qu'il ne s'agit pas de la Lune mais d'un ""engin"" inconnu, elle avertit son mari, son fils et une voisine (T7). Ces derniers ont le temps de voir la lumiere venant du Nord disparaetre vers le Sud. La voisine (T7) decrit une boule lumineuse comme un ballon de football plus orangee qu'une ampoule electrique et se deplaeant silencieusement.<br>  Une confusion avec la Lune, peut etre partiellement cachee par des nuages en mouvement, ne peut pas etre exclue en depit des denegations du temoin. La Lune se trouve en effet tres bas sur l'horizon (6e) au Sud-Ouest (azimut 220e). Dans son temoignage, le temoin T6 ne precise pas exactement son emplacement et la direction d'observation (""dans le ciel""); de plus elle n'indique pas avoir vu e la fois la Lune et ""l'engin"". Les temoins decrivent un mouvement d'eloignement e faible vitesse e vers le Sud e mais la description de la disparition est trop imprecise. Toutefois, le phenomene presente des similitudes avec d'autres recits deux jours plus tard dans la meme commune (voir ci-dessous). Ce premier cas est classe C par manque d'information.<br>  La seconde serie d'evenements a lieu le 04 octobre 1954 au Val d'Ignon au lieu-dit 'l'usine d'amiante"" e 1km au sud du village de Poncey-sur-l'Ignon (21). Ce lieu-dit est compose d'un groupe de betiments dont une partie sert d'habitation e trois familles d'ouvriers. Il est entoure au Nord, e l'Est et e l'Ouest par des pres et au Sud par un etang.<br> Vers 19h30, alors qu'elle ferme les volets de sa chambre, une jeune femme (T1) voit en direction du Nord, au-dessus d'un prunier situe dans la cour, une lumiere assez forte de couleur jaunetre, en forme de champignon, semble-t-il, ovale e la partie superieure et ronde e la partie inferieure, se presentant comme un globe transparent eclaire de l'interieur. Elle estime sa hauteur e une quinzaine de metres, sa distance e 50 m et compare sa taille e celle d'une cuisiniere. Aucun bruit particulier n'est entendu. Elle ne la regarde que quelques instants et ne peut preciser son etat de mouvement. Prise de panique, elle prend son enfant et va chercher refuge chez une voisine (T2) qui est seule avec sa fille (T3). Aucun autre temoin n'observera ce phenomene.<br>  Vers 20h30, le gendre (T4)  et le fils (T8) de la voisine arrivent et trouvent les trois femmes apeurees. Ensemble ils vont dans le pre contigu e la cour e l'endroit dans la direction d'observation du phenomene par le T1. Ils constatent la presence d'une zone approximativement rectangulaire (1,50 x 0,50-0,70 m) creusee dans le sol (sur 5 cm) avec de la terre brisee aux deux extremites et les mottes de terre et d'herbe repandues alentour dans un cercle d'environ 4 m de rayon. Les mottes de tailles inegales (en general 30 x 20 cm sauf deux de 60 cm) sont retournees herbe vers le bas. Deux temoins (T2 et T4) rapportent la presence de nombreux vers blancs vivants presents au milieu des traces.<br>   Vers 20h45, le second fils de la voisine (18 ans) (T5), revenant de son travail au village voisin distant de 1,5 km, apereoit brievement dans le ciel, un e engin e en forme de cigare sans aile, entierement lumineux, de couleur e transparente e avec des reflets vert et orange qui traverse le ciel tres rapidement en direction Nord-Sud. Apeure par cette vision, il rentre rapidement chez ses parents. Aucun autre temoin observera ce phenomene.<br>   Les gendarmes sont prevenus le 05 octobre e 19h30 et constatent les traces au sol le soir meme. Ils procedent e l'enquete et constituent le dossier photographique le 06 octobre 1954. Ils examinent la possibilite d'une farce du gendre et du fils de la voisine (d'autant qu'en rentrant le 04 au soir ces derniers avaient l'intention de faire une farce e propos d'une soucoupe volante !) mais, apres verification de leur emploi du temps, les gendarmes rejettent cette hypothese. D'apres le T4 qui habite le quartier aucun betail n'est en peture dans le pre et il n'a vu personne reder dans cet endroit la veille.<br> Un examen rapide des faits suggere quatre hypotheses pour cette deuxieme observation : pour le phenomene lumineux la lune ou un phare de vehicule sur la colline voisine, et pour les traces au sol un fouissement de  terre par des sangliers e la recherche de vers ou un canular.<br>  La Lune est effectivement assez basse sur l'horizon (elevation 16e). Toutefois, elle se trouve au Sud (azimut 197e). Or le PV precise que l'observation s'est faite vers le Nord. Une reconstitution precise des lieux fondee sur des photographies (voir carte de reconstitution) confirment qu'il ne s'agit pas le d'une erreur et que la fenetre d'oe le temoin a fait sa breve observation donne bien au Nord. L'hypothese Lune tombe.<br> Le phare d'un vehicule sur la route D26  ou dans le virage de la D103 aurait pu etre visible depuis l'emplacement du temoin vers le Nord (voir carte IGN 1963 ou l'on constate que le couvert vegetal est peu dense). Mais cette hypothese ne peut etre confirmee par meconnaissance du lieu tres precis de l'observation et de la direction precise du phenomene. Un enqueteur prive s'est rendu sur les lieux en aoet 2015 pour tenter de preciser la topographie de l'observation : les lieux ont peu change mais les habitants de 1954 n'habitent plus sur place ou sont decedes. Le GEIPAN a tente de joindre par telephone et courrier une des temoins mais sans succes.<br> Concernant les traces au sol, l'hypothese des sangliers ne paraet pas en accord avec les descriptions faites de l'excavation : bords relativement nets, mottes deposees hors de l'excavation et plutet regulieres en taille et en position (retournee), vers blancs non consommes (les sangliers ont pu etre deranges). Les photographies des traces faites par la gendarmerie seront prises deux jours apres l'observation. De plus, ces traces ont ete pietinees par les temoins. Cette hypothese reste acceptable mais non confirmee.<br>  L'hypothese d'un canular monte par d'autres personnes ne peut pas etre totalement exclue.<br>  Le phenomene lumineux peut-il etre considere comme la cause de la trace ? Les donnees disponibles ne fournissent aucune preuve directe d'un lien de cause e effet. On doit se contenter de la correlation de direction d'observation des deux phenomenes (lumiere et traces au sol) et correlation relative de temps dans un intervalle d'une heure.<br>   Une interrogation du meme ordre vaut pour les observations de 19h30 et 20h45 (T5) mais avec une association moins forte : distance de 1-1,5 km environ entre les temoins (le lieu exact de l'observation de 20h45 n'est pas precise) et separation d'une 1h environ. La concordance des descriptions (lumiere jaunetre ou orange, impression de transparence) reste limitee.<br>   Il y a egalement une certaine ressemblance des observations des 02 et 04 octobre : meme commune, meme heure de la journee, meme lumiere (e orange avec reflets verts e,   e reflets verts et oranges e), meme taille apparente (e cuisiniere e, 1,8 x 0,8m, trace 1,50 x 0,60m).<br>  En resume le cas d'observation du 04 octobre 1954 rapporte trois evenements : deux observations distinctes, courtes, par e chaque fois un seul temoin, d'un phenomene lumineux lointain. Puis, des traces au sol. Ces trois evenements ne sont pas associes forcement entre eux. Pour chacun de ces evenements il existe des hypotheses fragiles qui ne peuvent etre confirmees. Globalement la consistance de ce cas est moyenne car elle ne contient pas d'elements verifiables. Son etrangete serait forte si on pouvait correler de faeon certaine les traces au sol et les phenomenes lumineux.<br> Le GEIPAN classe par consequent ce cas C par manque d'information : les elements verifiables sont trop faibles par rapport e l'etrangete supposee du cas.<br>  Remarques : il faut savoir que durant l'annee 1954 et particulierement en octobre, la presse nationale et locale a publie un grand nombre d'articles relatant des cas d'observation supposes d'OVNI. Ce phenomene de grande ampleur a marque la population et suscite de nombreux rapports d'observations de phenomenes qui se sont finalement averes tres banals (etoiles, planetes, avions, bolides). Dans ce proces-verbal de gendarmerie, les differents temoins font tres souvent reference e ce qu'ils ont lu recemment dans la presse notamment pour decrire le phenomene.";"Observation de plusieurs phenomenes en deux jours sur une meme commune : manque d'information.";O;;;;;;;;;2018-07-11;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1954-10-09227
4495;"MONTREVEL (38) 10.09.2017";Isere;38;"(D) Departement";2017;09;10;"Le 10 septembre 2017 entre 21h45 et 22h le temoin, qui s'occupe de son enfant, a son attention attiree par le passage rapide d'une lumiere vive. L'objet est decrit comme ayant une forme ronde, en feu, de couleur jaune-orange qui tombe sans bruit. Le temoin se deplace rapidement vers la fenetre mais la lumiere a disparu. Pensant que l'objet est peut etre tombe dans les environs proches du domicile, le temoin fait des recherches le lendemain matin mais celles-ci sont infructueuses.<br>

Le temoin relate le passage durant 1 e 2 secondes d'une lumiere assez eblouissante qu'elle observe de sa fenetre avec l'impression que cette forme ronde est en feu. Cette description rejoint les nombreux temoignages (au moins 25) relatant le passage d'un bolide (rentree dans l'atmosphere d'un meteoroede) le 10 septembre e 19h29 TU (soit 21h 29, heure locale franeaise) visible de la Meurthe-et-Moselle aux Bouches-du-Rhene, en passant par les Pyrenees-Orientales, l'Isere et la Suisse. Il semble egalement que le meteoroede se soit fragmente en de multiples morceaux e la toute fin de sa trajectoire lumineuse (plus de detail sur le lien du site : <b><a href=""http://www.reforme-meteor.net/bolide-du-10-septembre-2017-19h-40m-tu/"">REFORME</a></b>.<br>   
Ce bolide a aussi ete detecte par 14 cameras du reseau FRIPON.<br>

L'heure indiquee par le temoin ne correspond pas tout e fait au passage du bolide mais l'indication fournie de l'horaire n'est pas tres precise puisque le temoin situe son observation entre 21h45 et 22h en signalant que son radio-reveil est la bonne heure, mais elle n'a pas forcement regarde son reveil juste au moment de l'observation ce qui pourrait expliquer le decalage avec les temoignages du bolide.<br>

L'estimation d'altitude (4m de hauteur) est faite de faeon intuitive. Comme le phenomene est tres brillant, le temoin l'a interprete comme tres proche, mais sans repere objectif. Les phenomenes de bolides, pereus souvent comme  tres proches par les temoins, se produisent en fait de 100 e 50 km d'altitude, et sont donc visibles du sol sur une zone d'environ 200 km de diametre.<br>

Malgre le decalage avec le creneau horaire donne par le temoin, l'aspect et la trajectoire decrits laissent  guere de doute sur la correspondance avec ce bolide amplement observe par ailleurs.<br>

Le GEIPAN classe ce cas ""A"" : observation tres probable d'un bolide.";"Tres courte observation du passage rapide d'une lumiere de couleur dans le ciel avec une trajectoire descendante : observation tres probable d'un bolide.";O;;1;;1;;;;;2018-10-11;;;0.20;0.00;;;0.70;;0.60;;0.42;0.00;A;A;2017-09-50434
4496;"[B.VENUS] (COTES-D'ARMOR) (22) 31.12.1994";Cetes-d'Armor;22;"(D) Departement";1994;12;31;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification. Ce cas d'observation precedemment classe D et nomme PLERIN (22) 29.12.1994 fait partie d'un ensemble de cas reexamines recemment.<br>  Ce cas etait constitue de differentes observations faites entre le 28 et le 31 decembre 1994 en soiree ou en debut de journee dans les Cotes-d'Armor : 4 temoins (T1, T2,T3,T4) rapportent en gendarmerie leurs observations qui seront toutes consignees dans le meme proces-verbal. La note d'enquete ci-jointe detaille toutes les observations et tous les phenomenes observes.<br>  L'ensemble des observations est peu consistant avec des descriptions peu precises.<br> Le reexamen conduit e distinguer 3 phenomenes distincts : <br> -	PAN 1  observe par T1 et T2 le 29 decembre 1994 entre 19h00 et 19h30.<br> -	PAN 2,3,4  vus par T3 les 29, 30 et  le 31 decembre entre 6H et 6H45 (avec T4 le 31 decembre).<br> -	PAN 5 vu par T3 et T4  le 31 decembre et PAN 6 par T4 le 28 decembre.<br>  Le PAN1 presente toutes les caracteristiques de l'observation d'un orage. Les lueurs composant le PAN sont en effet comparees e un ou des eclairs : e on aurait dit comme des explosions mais e des kilometres l'une de l'autre et toujours une e la fois e, e il y avait dans le ciel des especes d'eclairs e, e ces eclairs etaient plats et tres longs. Je ne peux vous dire la taille de ces eclairs e, e on aurait dit comme des flashs mais beaucoup plus gros e, e un nouvel eclair est apparu e, e lorsque je vous dit avoir vu des eclairs, il y en un seul qui semblait se deplacer e.<br> L'hypothese de la meprise avec un orage est renforcee par le fait que le PAN est vu vers la mer. Cette direction est d'ailleurs confirmee par les temoins : e j'ai roule un petit moment vers la mer e, e j'ai encore vu une vive lumiere bleue, immense, en direction de BINIC peut-etre au-dessus de la mer e. Or, la presence d'un orage en mer, visible depuis la cete, est averee par l'enquete de gendarmerie en debut de soiree du 29 decembre 1994, c'est-e-dire e un horaire coherent avec celui de l'observation.<br>   En consequence, le GEIPAN conclut pour le PAN 1 :   B observation probable d'un orage.<br>  Les PAN ne2, 3 et 4 presentent des caracteristiques tres similaires. Ce sont des lumieres blanches vives, aux memes horaires trois jours consecutifs, observees sur de longues durees (plus de 40 minutes pour les PAN ne3 et 4), sans mouvement et dans la meme direction d'un jour sur l'autre. Ces donnees sont tout e fait caracteristiques d'une meprise astronomique. Une reconstitution montre la presence de planete Venus (tres forte magnitude -4,24), en direction SE (~130e)  et e une dizaine de degres de hauteur dans le ciel.<br>  L'hypothese d'une meprise avec Venus est renforcee par le fait que les PAN sont vus selon une hauteur angulaire faible, au travers d'une fenetre (celle de la cuisine de T3 et T4) orientee en SE.<br> En consequence, GEIPAN conclut pour les PAN 2,3 et 4 :  B observation probable de Venus.<br>   Les descriptions des PAN ne5 et 6, sont trop imprecises (faible duree, peu d'information)  et trop peu consistantes (non coherence des temoignages) pour pouvoir etre exploitees : on peut ainsi imaginer des confusions avec des lueurs quelconques : phares de voiture, lueurs urbaines, dans un contexte emotionnel charge par les observations precedentes.<br> En consequence, le GEIPAN conclut pour les PAN 5 et 6 :  C Manque d'informations fiables.";"Temoignages multiples (entre le 29 et le 31/12/1994) de longues observations matinales (par T3 et T4 du PV) d'un phenomene lumineux e basse altitude dans le Sud-Est : observations probables de Venus.";O;;;;;;;;;2017-12-11;;;0.25;0.00;;;0.60;;0.65;;0.50;0.00;B;B;1994-12-09754
17;"CREPY-EN-VALOIS (60) 06.10.1954";Oise;60;"(D) Departement";1954;10;06;"Le 6 octobre 1954 vers 20h plusieurs membres d'une famille observent depuis chez eux et durant environ 40 minutes un disque lumineux de couleur rouge orange d'un diametre apparent de la moitie de la pleine Lune supportant une espece de nacelle. L'intensite lumineuse est variable et s'allume et s'eteint alternativement. L'objet semble se trouver au dessus de Senlis et se deplace lentement vers la droite.<br> Le geipan a reeu une fiche de renseignement succincte provenant de la gendarmerie. Un seul temoignage est recueilli<br> A l'heure de l'observation le soleil est couche depuis une demi heure ; il illumine encore les objets e haute altitude comme les avions ou les ballons scientifiques. La forme decrite par les temoins et la direction d'observation vers l'Ouest vont dans ce sens. Le GEIPAN classe ce cas B : probable observation d'un ballon scientifique.";"Observation d'un disque lumineux se deplaeant tres lentement : probable observation d'un ballon scientifique.";O;1;;;;;;;;2016-07-11;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1954-10-00014
18;"LACROIX-SAINT-OUEN (60) 07.10.1954";Oise;60;"(D) Departement";1954;10;07;"Le 7 octobre 1954 e 9h deux personnes apereoivent e la verticale du clocher de l'eglise un engin de forme ovale couleur aluminium tres brillant. L'engin se deplace SE-NO. La duree d'observation est d'une minute.<br> Cette observation fait l'objet d'une fiche de renseignement succincte par la gendarmerie nationale.<br> Ce type d'observation peut avoir diverses origines (reflet de soleil sur un avion, ballon, bolide). Le GEIPAN classe ce cas C par manque d'information.";"Observations du deplacement d'un engin de forme ovale couleur aluminium tres brillant dans le ciel : manque d'information.";O;1;;;;;;;;2015-12-08;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1954-10-00015
19;"LACROIX-SAINT-OUEN (60) 08.10.1954";Oise;60;"(D) Departement";1954;10;08;"Le 8 octobre 1954 e 23h30 quatre temoins observent un engin lumineux en forme de cercle dans le ciel. Le phenomene se deplace E-O. L'observation dure quelques secondes.<br> Cette observation fait l'objet d'une fiche de renseignement succincte par la gendarmerie nationale.<br> Ce type d'observation peut avoir diverses origines (reflet de soleil sur un avion, ballon, bolide). Le GEIPAN classe ce cas en C par manque de renseignement.";"Observation d'un engin lumineux en forme de cercle dans le ciel. Le phenomene se deplace E-O : manque d'information.";O;1;;;;;;;;2015-11-23;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1954-10-00016
20;"CROTOY (LE) (80) 09.10.1954";Somme;80;"(D) Departement";1954;10;09;"Le 9 octobre 1954 vers 20h trois agriculteurs observent durant 45 min dans le ciel un disque orange en forme d'assiette retournee. Il disparait en direction du NO.<br> L'observation est rapportee succinctement dans un message de renseignement de la gendarmerie nationale.<br> La duree de l'observation et la forme decrite font penser e certaines meprises avec la Lune. Celle-ci est bien presente dans le ciel mais au SE et e presque 30e d'elevation ce qui ne correspond absolument pas au contexte de l'observation. Le GEIPAN classe ce cas C par manque d'information.";"Longues observations d'un disque orange en forme d'assiette retournee ; disparition au NO : manque d'information.";O;1;;;;;;;;2015-11-24;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1954-10-00017
21;"(DEP) SOMME (80) 14.10.1954";Somme;80;"(D) Departement";1954;10;14;"Le 14 octobre 1954 vers 17h quatre temoins apereoivent en direction du SO et e une hauteur de 40m un appareil spherique se deplacant sans bruit mais e tres grande vitesse. L'objet a les couleurs de l'arc en ciel.<br> Le GEIPAN a reeu une fiche succincte de renseignement sans le temoignage des temoins. La description d'un objet spherique e tres grande vitesse et multicolore fait penser e un bolide. <br> Ce cas trop succinct est classe C par manque d'information.";"Observations d'un phenomene lumineux au couleur de l'arc-en-ciel : manque d'information.";O;2;;;;;;;;2015-11-24;;;0.75;0.25;;;;;;;0.53;0.25;C;C;1954-10-09218
4256;"SAINT-AMBROIX (30) 18.01.2017";Gard;30;"(D) Departement";2017;01;18;"Le 18 janvier 2017 vers 10h10 un temoin observe durant 15 secondes depuis sa fenetre deux sillons intermittents de fumee grise dans le ciel degage. Le temoin est intrigue par ces traces inhabituelles qui ne ressemblent pas aux classiques trainees d'avion. Un seul temoignage est recueilli. <br> L'observation est assez peu etrange. Le temoin n'apporte pas d'elements forts pour rejeter sa propre hypothese d'avion (trainees intermittentes, absence de bruit). <br> Les trainees intermittentes sont assez caracteristiques d'appareils militaires. <br> L'absence de bruit constatee peut s'expliquer de differentes manieres. Les appareils pouvaient voler e haute altitude et sans etre en post-combustion (cas classique engendrant un bruit important). De plus, l'eventuel bruit des appareils a pu etre couvert par les bruits exterieurs de la ville de Saint-Ambroix. Bien que le temoin ait declare qu'il n'y avait aucun bruit exterieur lors de l'observation, on peut toutefois noter que l'observation se deroule au cur meme d'une ville de plus de 3000 habitants, avec un axe important de circulation situe e proximite du lieu d'observation, e savoir la D904, qui est une ancienne route nationale. De plus, l'observation a lieu en semaine, un mercredi matin. <br> L'hypothese d'une meprise avec un bolide diurne fragmente et laissant des trainees remanentes est exclue, puisque d'une part les deux trainees de fumee sont trop ecartees l'une de l'autre, et que d'autre part des accelerations ont ete constatees par le temoin. De plus, ce genre de phenomene astronomique est generalement vu par de nombreux temoins. <br> Les accelerations rappellent quant e elles deux avions en manuvre. <br> Bien que le PAN n'ait pas ete identifie formellement, la description fournie par le temoin laisse peu de doutes sur la meprise. La consultation trop tardive des radars militaires n'a pas permis de valider ou non cette hypothese. <br>  Le cas est classe B : probable observation de trainees d'avions militaires.";"Observation de deux sillons particuliers de fumee dans le ciel : probable observation de trainees d'avions militaires.";O;;;;;;;;;2017-08-30;;;0.40;0.00;;;;;;;0.50;0.00;B;B;2017-01-09620
4257;"CONFLANS-SAINTE-HONORINE (78) 29.11.2016";Yvelines;78;"(D) Departement";2016;11;29;"Le 29 novembre 2016 vers minuit vingt une personne se leve et reste intriguee par ce qu'elle voit au travers de la fenetre de sa salle de bain. Le temoin apereoit une lumiere scintillante qui s'agrandit et se retrecit ainsi qu'un objet hexagonal de couleurs variees qui scintille positionne au-dessus du champ du voisin. L'observation dure une vingtaine de minutes durant lesquelles quelques photos et videos sont prises. Le temoin apeure reveille son mari puis retourne se coucher.<br> Le traitement de la video, en permettant de situer les lumieres sur les briques de verres de la salle de bain, permet, sans le moindre doute de constater que les lumieres observees par le temoin etaient dues e la deformation d'une source de lumiere par des briques de verre ondulees (voir le compte-rendu d'enquete). <br> La source de lumiere n'a pas ete identifiee. Mais ce n'est pas necessaire puisque l'etrangete est expliquee et ne vient pas de la lumiere elle-meme.<br> Le GEIPAN classe ce cas A : observation d'un reflet d'une lumiere exterieure.";"Longue observation de nuit d'un phenomene lumineux au travers d'une fenetre : observation d'un reflet d'une lumiere exterieure.
";O;;;;;;;;;2017-06-06;;;0.10;0.00;;;0.80;;0.90;;0.70;0.00;A;A;2016-11-09622
