id_cas;cas_numEtude;id_temoignage;tem_new;tem_chrono;obs_chrono;tem_nom_dossier;tem_title_nickname;tem_title_type;tem_resume;tem_Gi;tem_Ti;tem_Ti_type;tem_TComi;tem_age;tem_genre;tem_adr_commune;tem_adr_CP;tem_adr_dpt;tem_adr_pays;tem_xp_formation_niveau_type;tem_xp_activite_type;tem_xp_aero;tem_xp_aero_niveau;tem_xp_astro;tem_xp_astro_niveau;tem_xp_topo;tem_xp_topo_niveau;tem_xp_UFO;tem_xp_UFO_niveau;tem_obs_moyen;tem_emotions_lib;tem_activite_lib;tem_avis_interpretation_lib;tem_avis_interet_lib;tem_avis_change_lib;tem_avis_science_lib;tem_experience_change_lib;tem_photos_retouchees;tem_plans;tem_croquis;tem_public;tem_GD;tem_A;tem_PVi;tem_numSEPRA;tem_catno;id_temoignage_old;nom_temoignage_old;id_observation;obs_nb;obs_description;obs_commune_or_trajet;obs_tem_dep;obs_tem_dep_label;obs_tem_dep_vitesse;obs_AAAA;obs_MM;obs_JJ;obs_date_heure;obs_heure_plage;obs_heure_deb;obs_heure_fin;obs_heure;obs_heure_delta;obs_heure_tranche_horaire;obs_heure_approx;obs_duree_hms;obs_duree_lib;obs_duree_type;obs_1_adr_commune;obs_1_adr_CP;obs_1_adr_dpt;obs_1_adr_pays;obs_1_adr_commune_2;obs_1_adr_CP_2;obs_1_adr_dpt_2;obs_1_adr_pays_2;obs_1_cadre_reference;obs_1_cadre_reference_type;obs_1_lat;obs_1_lon;obs_1_pos_err;obs_1_env_sol;obs_1_env_sol_type;obs_1_env_relief_type;obs_conditions_tem_activite;obs_1_heure;obs_1_duree_type;obs_1_azimut;obs_1_azimut_lib;obs_1_elevation;obs_1_elevation_lib;obs_1_dist_lib;obs_1_dist_approx_type;obs_1_alt;obs_1_alt_lib;obs_1_cap;obs_1_cap_lib;obs_1_trajectoire_types;obs_1_trajectoire_lib;obs_1_dynamique_types;obs_1_vitesse_ang;obs_1_vitesse_lib;obs_1_vitesse_types;obs_1_taille_apparente_lib;obs_1_taille_apparente_type;obs_1_taille_apparente_abs;obs_1_env_odeurs_types;obs_1_tem_reaction_types;obs_conditions_apparition;obs_conditions_apparition_txt;obs_conditions_obs_direct;obs_conditions_obs_indirect;obs_conditions_env_bruit;obs_conditions_tem_activite_lib;obs_conditions_meteo;obs_conditions_meteo_lib;obs_conditions_astro;obs_conditions_astro_lib;obs_conditions_emotions;obs_1_forme_lib;obs_1_forme_types;obs_1_PAN_nature;obs_1_PAN_nature_type;obs_1_caracteristiques_types;obs_1_couleur_lib;obs_1_couleur_types;obs_1_luminosite_lib;obs_1_luminosite_types;obs_1_halo_lib;obs_1_bruit_lib;obs_1_bruit_nature_types;obs_1_bruit_intensite_types;obs_1_PAN_taille;obs_1_PAN_altitude;obs_1_distance_abs;obs_1_PAN_pos_lat;obs_1_PAN_pos_lon;obs_1_PAN_pos_approx;obs_2_cadre_reference;obs_2_cadre_reference_type;obs_2_lat;obs_2_alt;obs_2_lon;obs_2_pos_err;obs_2_env_sol;obs_2_env_sol_type;obs_2_env_relief_type;obs_2_heure;obs_2_duree_type;obs_2_azimut;obs_2_azimut_lib;obs_2_elevation;obs_2_elevation_lib;obs_2_dist_lib;obs_2_dist_approx_type;obs_2_alt_lib;obs_2_cap;obs_2_cap_lib;obs_2_trajectoire_types;obs_2_trajectoire_lib;obs_2_dynamique_types;obs_2_vitesse_ang;obs_2_vitesse_lib;obs_2_vitesse_types;obs_2_taille_apparente_lib;obs_2_taille_apparente_type;obs_2_taille_apparente_abs;obs_2_env_odeurs_types;obs_2_tem_reaction_types;obs_2_forme_lib;obs_2_forme_types;obs_2_PAN_nature;obs_2_PAN_nature_type;obs_2_caracteristiques_types;obs_2_couleur_lib;obs_2_couleur_types;obs_2_luminosite_lib;obs_2_luminosite_types;obs_2_halo_lib;obs_2_bruit_lib;obs_2_bruit_nature_types;obs_2_bruit_intensite_types;obs_2_PAN_taille;obs_2_PAN_altitude;obs_2_distance_abs;obs_2_PAN_pos_lat;obs_2_PAN_pos_lon;obs_2_PAN_pos_approx;obs_3_adr_bat;obs_3_adr_num_voie;obs_3_adr_type_voie;obs_3_adr_nom_voie;obs_3_adr_commune;obs_3_adr_CP;obs_3_adr_dpt;obs_3_adr_pays;obs_3_adr_lieu;obs_3_cadre_reference;obs_3_cadre_reference_type;obs_3_lat;obs_3_alt;obs_3_lon;obs_3_pos_err;obs_3_env_sol;obs_3_env_sol_type;obs_3_env_relief_type;obs_3_heure;obs_3_duree_type;obs_3_azimut;obs_3_azimut_lib;obs_3_elevation;obs_3_elevation_lib;obs_3_dist_lib;obs_3_dist_approx_type;obs_3_alt_lib;obs_3_cap;obs_3_cap_lib;obs_3_trajectoire_types;obs_3_trajectoire_lib;obs_3_dynamique_types;obs_3_vitesse_ang;obs_3_vitesse_lib;obs_3_vitesse_types;obs_3_taille_apparente_lib;obs_3_taille_apparente_type;obs_3_taille_apparente_abs;obs_3_env_odeurs_types;obs_3_tem_reaction_types;obs_conditions_disparition;obs_conditions_disparition_txt;obs_3_forme_lib;obs_3_forme_types;obs_3_PAN_nature;obs_3_PAN_nature_type;obs_3_caracteristiques_types;obs_3_couleur_lib;obs_3_couleur_types;obs_3_luminosite_lib;obs_3_luminosite_types;obs_3_halo_lib;obs_3_bruit_lib;obs_3_bruit_nature_types;obs_3_bruit_intensite_types;obs_3_PAN_taille;obs_3_distance_abs;obs_3_PAN_altitude;obs_3_PAN_pos_lat;obs_3_PAN_pos_lon;obs_3_PAN_pos_approx;obs_incli;obs_incli_lib;obs_deg_parcouru;obs_nb_PAN;obs_nb_PAN_lib;obs_formation;obs_formation_type;obs_caracteristiques;obs_continuite;obs_continuite_type;obs_PAN_calculs;obs_envt_equipements_actifs
11;1954-09-00008;44;0;;1954.09.01;"[CD47] de HARPONVILLE (80) vers CONTAY (80) 07.09.1954 T1";;CD47;;1;1;T;1;"20 - 29 ans";H;;;;;;"61. Ouvriers qualifies";;;;;;;;;;;;;;;;;;;;O;5772;;1;1954309647;54300293B;;;40;1;;2;;;;1954;09;07;"1954-09-07 07:15:00";07:00/07:30;;;07:15:00;900;;;5m;;;HARPONVILLE;80560;80;FR;CONTAY;80560;80;FR;"champ puis ciel";Autre;50;2.5;0.2;D47;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;315.00;"dans un champ e 200m de la route e droite en venant de HARPONVILLE";;;"150 metres dans le champ puis e 100m";"<100m (proche)";65;;90.00;;"Stationnaire, Immobile";;;;;"Nulle, Immobile, Stationnaire";"diametre de 10 metres , hauteur de 3 metres";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 1 axe de symetrie - Cylindrique";;" Objet";"Objet unique";;;;Inconnue;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;"<100m (proche)";;;;Montante;;;;;"Variable (acceleration, deceleration, etc.) (valeur conservee pour compatibilite: utiliser la nature de la trajectoire)";;;;;;;;;" Engin";;;;;;;;;;;;;;;;;;;;;;;;;;Ciel;50;;2;0.0;;;;;;225.00;;;;;;;0.00;;Montante;;;;;;;;;;;0;;;;;;;;;;;;;"Aucun, Silence total";;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
11;1954-09-00008;45;0;;1954.09.02;"[CD47] de HARPONVILLE (80) vers CONTAY (80) 07.09.1954 T2";;CD47;;1;2;T;2;"20 - 29 ans";H;;;;;;"61. Ouvriers qualifies";;;;;;;;;;;;;;;;;;;;O;5773;;2;1954309647;54300293;;;41;1;;2;;;;1954;09;07;"1954-09-07 07:15:00";07:00/07:30;;;07:00:00;900;;;5m;;;HARPONVILLE;80560;80;FR;CONTAY;80560;80;FR;champ;Autre;50;2.5;2.0;"D47 commune de Harponville (80)";"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;315.00;;;;"150 metres";"<100m (proche)";72;;315.00;;"Stationnaire, Immobile";;;;;"Nulle, Immobile, Stationnaire";"10 metres de diametre sur 3 metres de hauteur";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 1 axe de symetrie - Cylindrique";;" Objet";"Objet unique";;Noir;;Inconnue;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Montante;;;;;;;;;;;;;;" Engin";;;;;;;;;;;;;;;;;;;;;;;;;;Ciel;50;;2;0.0;;;;;;;;;;;;;0.00;;Montante;;;;;Rapide;;;;;;0;;;;;;;;;;;;;"Aucun, Silence total";;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
13;1954-09-00010;46;0;;1954.09.03;"FIGEAC (46) 27.09.1954 T1";;;"le Temoin se rendant e l'Ecole Communale de CEINT-D'EAU par le C.D. 13 et alors qu'elle se trouvait e quelques centaines de metres de son habitation (1 Km e l'Est de CEINT-D'EAU) a croise un homme de taille de 1m20 e 1m30, nu-tete, vetu d'une combinaison rouge, portant un fusil, qui longeait le fosse et a tire un coup de feu. Au milieu d'un pre bordant la route, la jeune fille a dit avoir remarque une sorte de caisse (cube 1 m de cote environ, sans plus de precision); puis effrayee par le coup de feu, elle s'est enfuie avec ses camarades.
 Vers midi en revenant de l ' Ecole et repassant au meme endroit, elle a vu le meme individu re joindre sa caisse et ""s'envoler"" ~ une grande vitesse. Elle n'a pu donner une description de l'envol e
";;1;T;1;"10 - 19 ans";F;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;5774;;1;1954309648;RO1954001;;;42;1;;1;;;;1954;09;27;"1954-09-27 08:40:00";08:40;;;08:40:00;0;;;;;Inconnu;FIGEAC;46100;46;;;;;;campagne;"Paysage Rural";44.6;2;0.0;"C.D 13 e 1km e l'Est de CEINT-D'EAU";"Territoires agricoles";;;;;;"NON PRECISE";;;;;202;;90.00;;Inconnu;;;;;Inconnu;"1,20 e 1,30 metres";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;humain;"Autre forme non categorisee";"homme de petite taille 1,20 e 1,30 nu tete en combinaison rouge avec un fusil, a tire un coup de feu , caisse volante cubique de 1m de cote";Autre;"Objet unique";;;;Inconnue;;"un seul coup de feu";"Type - Technologique - Explosion, Detonation, Bang";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;"Action - Fuite";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;0.00;;Inconnu;;;;;;;;;;;1;"fuite des enfants";;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
13;1954-09-00010;47;0;;1954.09.04;"FIGEAC (46) 27.09.1954 T2";;;"Le temoin se rendant e l'Ecole, a remarque, au lieu designe par sa camarade T1 un individu haut de 0m50 (!) environ, portant e la main une petite caisse de 30 e 40 cm (!) de cete, a tire un coup de fusil (la fillette a ajoute: ""J'ai vu le plomb derriere""...) puis est reparti dans a caisse en s'envolant vite. ....

N'a rien vu e midi.
";;2;T;2;;F;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;5775;;2;1954309648;RO1954001;;;43;1;;1;;;;1954;09;27;"1954-09-27 08:40:00";08:40;;;08:40:00;0;;;;;Inconnu;FIGEAC;46100;46;;;;;;champs;"Paysage Rural";44.6;2;0.0;"RD 13";"Territoires agricoles";;;;;;"NON PRECISE";;;;;202;;0.00;;Inconnu;;;;;Inconnu;"0,50 metre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;humain;"Autre forme non categorisee";"homme de petite taille caisse volante";Autre;"Objet unique";;;;Inconnue;;"un coup de feu";"Type - Technologique - Explosion, Detonation, Bang";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ciel;44;;2;0.0;;;;;;;;;;;;;0.00;;Inconnu;;;;;;;;;;;1;"fuite du temoin";;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
13;1954-09-00010;52;0;;1954.09.09;"FIGEAC (46) 27.09.1954 T3";;;"Temoin indirect, accompagnait les deux autres enfants, mais n'a rien vu";;3;T;3;"0 - 9 ans";H;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;5819;;5;1954309648;RO1954001;;;48;1;;1;;;;1954;09;27;"1954-09-27 08:30:00";08:30;;;08:30:00;0;;;;;Inconnu;FIGEAC;46100;46;FR;;;;;;Inconnu;44.6;2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;"<50m (tres proche)";202;;135.00;;Montante;;;;;Rapide;"boite grande comme trois tables d'ecole";;;;Inconnu;1;;;;;;Inconnu;;;;;;"2D - Rectangulaire";;" Engin";;;;;Inconnue;;;Inconnu;;;;;;;;;Ciel;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
17;1954-10-00014;83;0;;1954.10.21;"CREPY-EN-VALOIS (60) 06.10.1954";;;"fiche de renseignement rapportant par un PV l'observation durant 40 min d'un disque lumineux de couleur rouge orange d'un diametre apparent de la moitie de la pleine lune supportant une espece de nacelle . intensite lumineuse variable deplacement lent vers la droite par rapport au point d'observation";;1;T;;;H;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;5825;;1;1954309669;54700414;;;74;1;;1;;;;1954;10;06;"1954-10-06 20:00:00";20:00;;;20:00:00;0;;;40m;;;CREPY-EN-VALOIS;60800;60;FR;;;;;;Ciel;49.2;2.9;0.0;;Inconnu;;;;;;"NON PRECISE";;;;;93;;0.00;;Inconnu;;;;;Lente;"diametre de la moitie de la lune";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;disque;"Autre forme non categorisee";;" Objet";"Objet unique";;Rouge;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Orange, feu";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
18;1954-10-00015;76;0;;1954.10.14;"LACROIX-SAINT-OUEN (60) 07.10.1954";;;"fiche de renseignement indiquant l'observation e 9h par deux personnes d'un engin e la verticale du clocher de LA CROIX ST OUEN . direction de marche SE-NE e une altitude de 400m env. engin de forme ovale couleur aluminium tres brillant .
aucune coordonnees temoins";;1;T;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;O;5784;;1;1954309656;54700457;;;67;1;;1;;;;1954;10;07;"1954-10-07 09:00:00";09:00;;;09:00:00;0;;;1m;;;LACROIX-SAINT-OUEN;60610;60;FR;;;;;;Ciel;49.4;2.8;0.0;;"Territoires agricoles";;;;;135.00;;;"altitude de 400 metres";;;;;45.00;;Inconnu;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Ovoede";;" Engin";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
19;1954-10-00016;77;0;;1954.10.15;"LACROIX-SAINT-OUEN (60) 08.10.1954";;;"Observation par 4 personnes d'un engin apereu e la verticale du centre electrique de LA CROIX ST OUEN , direction de marche EST-OUEST. engin en forme de cercle lumineux";;1;T;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;O;5785;;1;1954309657;54700458;;;68;1;;1;;;;1954;10;08;"1954-10-08 23:30:00";23:30;;;23:30:00;0;;;1m;;;LACROIX-SAINT-OUEN;60610;60;FR;;;;;;Ciel;49.4;2.8;0.0;;"Territoires agricoles";;;;;90.00;;;;;;;;270.00;;Inconnu;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Engin";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
20;1954-10-00017;74;0;;1954.10.12;"CROTOY (LE) (80) 09.10.1954";;;"fiche de renseignement indiquant l'observation vers 20h par 3 agriculteurs du CROTOY e une distance indeterminee dans le ciel d'un disque orange ayant la forme d'une assiette retournee qui a evolue durant 45 min avant de disparaitre direction NO.
aucune identite donnee sur les temoins";;;T;;;H;;;;;;"69. Ouvriers agricoles";;;;;;;;;;;;;;;;;;;;O;5782;;;1954309654;54700462;;;65;1;;1;;;;1954;10;09;"1954-10-09 20:00:00";20:00;;;20:30:00;0;;;;00:45;;"CROTOY (LE)";80550;80;FR;;;;;;Ciel;50.2;1.6;0.0;;"Territoires agricoles";;;;;;"NON PRECISE";;;;;;;315.00;;Inconnu;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;assiette;"Autre forme non categorisee";;;"Objet unique";;"Orange, feu";;Inconnue;;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
21;1954-10-09218;113;0;;1954.10.51;"HEM-HARDINVAL (80) 14.10.1954";;;"fiche succincte de renseignement : Observation par 4 temoins d'un appareil spherique ne faisant aucun bruit au couleur de l'arc en ciel et se deplaeant en direction du SO e tres grande vitesse e hauteur 40m  ";;1;T;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;O;5983;;1;1954309797;;;;101;1;;1;;[GEND];;1954;10;14;"1954-10-14 17:00:00";17:00;;;01:40:00;0;;;2m;;Inconnu;HEM-HARDINVAL;80600;80;FR;;;;;;Inconnu;50.2;2.3;0.0;RN25;"Territoires agricoles";;;;;225.00;;;;;;;;;SUD-OUEST;Inconnu;;;;;"Tres rapide";;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;spherique;"3D - 2 axes de symetrie - Spherique, Boule";appareil;" Objet";"Objet unique";;Multicolore;;Inconnue;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
27;1954-10-00024;68;0;;1954.10.06;"[C244] de ANDRES (62) vers GUINES (62) 21.10.1954 T1";;C244;;;1;T;1;;H;;;;;;"32. Cadres de la fonction publique, professions intellectuelles et  artistiques";;;;;;;;;;;;;;;;;;;;O;5776;;1;1954309809;54700412;;;59;1;;2;;[C244];;1954;10;21;"1954-10-21 19:30:00";19:30;;;19:30:00;0;;;15s;;;ANDRES;62340;62;;GUINES;62340;62;;;Ciel;50.9;1.9;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;0.00;;;;;;;;180.00;;Inconnu;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;;;" Phenomene";"Traenee, Queue ; Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GUINES;62340;62;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
27;1954-10-00024;116;0;;1954.10.54;"[C244] de ANDRES (62) vers GUINES (62) 21.10.1954 T2";;[C244];;;2;T;2;;H;;;;;;"51. Employes de la fonction publique";;;;;;;;;;;;;;;;;;;;O;5994;;2;1954309809;54700412;;;103;1;;2;;[C244];;1954;10;21;"1954-10-21 19:30:00";19:30;;;19:30:00;0;;;15s;;;ANDRES;62340;62;;;;;;;Ciel;50.9;1.9;0.0;;"Territoires agricoles";;;;;0.00;;;"altitude de 400 e 500 metres";;;;;135.00;;"Lineaire ou Rectiligne";;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;conique;;"trainee lumineuse";" Phenomene";"Traenee, Queue ; Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
28;1954-10-09243;87;0;;1954.10.25;"MAILLY-LE-CAMP (10) 27.10.1954";;;"Au coucher du soleil le temoin (colonel) observe legerement au nord par rapport au soleil couchant un segment de metal brillant avec un deplacement particulier  (voir schema sur MOC). duree obs 10 e 15 secondes immobile puis 25 e30 secondes en deplacement . hauteur angulaire 45e e 20e ";;1;T;;;H;;;;;;"32. Cadres de la fonction publique, professions intellectuelles et  artistiques";;;;;;;;;;;;;;;;;;;;O;5829;;1;1954309673;54700413;;;77;1;;1;;;;1954;10;27;"1954-10-27 17:45:00";17:45;;;17:45:00;0;;;;non;"quelques dizaines de secondes";MAILLY-LE-CAMP;10230;10;FR;;;;;;Ciel;48.7;4.2;0.0;"camp militaire";"Territoires agricoles";;;;;0.00;"legerement au nord par rapport au soleil couchant";;"45 e 20 degres au dessus de l'horizon";NP;;128;;0.00;;"Stationnaire, Immobile";;;;;Inconnu;NP;;;;"Emotion - Curiosite, Interet - Actif";1;;Direct;;NP;NP;Inconnu;"ciel pur au couchant ";;"coucher du soleil";;"segment rectangulaire";;"segment brillant";" Objet";"Objet unique";"metal brillant";;lumineux;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";NP;NP;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;NP;;NP;;;;;;;;;;;;;;;;;0;NP;;;;;;;;;;;;;;;;;;;;;;NP;1;"Un seul";;;;;"Non precise";;NP
29;1954-10-00026;78;0;;1954.10.16;"LONG (80) 31.10.1954 T1";;;;;1;T;1;"20 - 29 ans";H;;;;;;"69. Ouvriers agricoles";;;;;;;;;;;;;;;;;;;;O;5786;;1;1954309658;54700431A;;;69;1;;1;;;;1954;10;31;"1954-10-31 20:00:00";20:00;;;20:00:00;0;;;;;Inconnu;LONG;80510;80;FR;;;;;;"Paysage Rural";50;2;0.0;"lieu dit "" le Corrompu"" territoire de Long";"Territoires agricoles";;;;;;"lieu dit le Corrompu territoire de LONG";;"quelques metres du sol";;;45;;0.00;;Inconnu;tournoye;;;;Inconnu;"diametre d'une table ronde ordinaire";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;;"engin lumineux";" Engin";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
29;1954-10-00026;79;0;;1954.10.17;"LONG (80) 31.10.1954 T2";;;;;2;T;2;"30 - 39 ans";H;;;;;;"69. Ouvriers agricoles";;;;;;;;;;;;;;;;;;;;O;5787;;2;1954309658;54700431;;;70;1;;1;;;;1954;10;31;"1954-10-31 19:45:00";19:45;;;19:45:00;0;;;;;Inconnu;LONG;80510;80;;;;;;;"Paysage Rural";50;2;0.0;;"Territoires agricoles";;;;;;"lieu dit ""le Corrompu"" territoire de Long";;"4 metres du sol";"30 metres";"<50m (tres proche)";45;;180.00;;"Chg direction, niveau de vol";"tournoye puis s'eleve";;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";"boule de feu";" Engin";"Objet unique";;"Orange, feu";;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
29;1954-10-00026;80;0;;1954.10.18;"LONG (80) 31.10.1954 T3";;;;;3;T;3;;H;;;;;;"22. Commereants et assimiles";;;;;;;;;;;;;;;;;;;;O;5788;;3;1954309658;54700431B;;;71;1;;1;;;;1954;10;31;"1954-10-31 20:00:00";20:00;;;20:00:00;0;;;;;Inconnu;LONG;80510;80;;;;;;;Ciel;50;2;0.0;"pas de sa porte";"Territoires artificialises - Zones urbanisees";;;;;;"arbres bordant la Somme";;;;;45;;;;Inconnu;;;;;Rapide;"diametre de 1 metre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";"boule illuminee";" Phenomene";"Objet unique";;Multicolore;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
